173000,47.45,101.47917,#9e9683
168400,41.2,-103.68333,#565344
168000,44.5,-77.46667,#4f6548
166800,44.33333,106.5,#a6967c
166000,-7.5,111.5,#4c6253
162000,41.76611,-8.58361,#474b3f
161000,36.9,-100.21667,#81806a
160000,-25.73333,142.95,#b4865b
160000,-28.86667,-60.2,#314434
160000,43.75,92.91667,#bfbfb6
159000,36.93333,-87.4,#2c402b
158500,29.3,105.3,#546450
153800,30.41667,-99.4,#676b58
153300,29.87861,-96.87222,#5d664b
152000,43.25,-93.66667,#59634d
152000,57.35,37.61667,#566762
150000,41.266667,-73.266667,#111a19
150000,49.33333,19.48333,#283830
150000,33.18333,-96.71667,#7a7c67
150000,38.71667,-7.06667,#887f6b
150000,-26.59278,120.32833,#805f4c
150000,1.06667,34.16667,#858b73
150000,29.47,-105.8,#706e5d
150000,27.95833,21.68333,#938c84
150000,58.8,57.95,#223b35
149000,43.39056,1.9625,#445a3c
148800,-30,25,#483f34
148000,35.6,-105.8,#4b5641
148000,29.7725,-99.875,#505242
147000,-30.38333,147.2,#ad8d64
145000,34.06667,-98.91667,#908977
144000,38.11667,-1.16667,#b3ac9d
142000,36.71667,-102.5,#78745b
142000,-44.53333,-70.36667,#58594f
141000,-14.66667,-74.5,#d6c5bb
140600,32.4,-87,#647058
140000,28.9,-108.56667,#253224
140000,34.68333,-85.65,#49573d
140000,-25.2,18.08333,#b79b8b
138300,41.15333,-96.955,#676f55
138100,-80.06667,156.38333,#e5e3df
136000,-33.5,26,#605950
136000,36.3,-82.88333,#667966
135000,38.98333,141.61667,#283d38
134000,37.43333,-3.65,#646756
132700,35.16667,-98.64389,#655d50
132000,55.14167,48.2,#5f6152
132000,57.78117,47.67967,#6a7b70
128800,45.5,119.03333,#777060
127760,53.66667,88,#697569
127500,30.73333,-101.3,#686753
127000,47.86667,7.35,#576554
127000,36.26667,-85.98333,#8b8a70
127000,42.73333,117.5,#37414b
125500,18.16667,54.16667,#d8bf9b
123374,19.69362,56.65432,#b39880
120000,5,48,#cfa87e
119500,24.5,-106,#302b28
118300,-27.5,122.36667,#856151
118000,-30.75,117.78333,#908165
118000,32.5,-101,#a58460
116300,-19.86667,-44.61667,#9a8d7c
115000,34.88333,-84.78333,#586e51
114000,20.76333,10.44167,#dbb989
113900,-45.28333,-70.48333,#706557
113600,29.8,-107.55,#706b60
112500,-33.3,117.66667,#7a745a
111000,42.33333,-113.7,#6c7059
110800,32.5225,-102.705,#5a5d50
110700,-18.5,16,#625b45
110224,-84.26223,161.41628,#e5e3df
110000,18.7,4.8,#debc8c
110000,12.66667,78.03333,#646a5d
108500,49,21,#2d4541
107000,50.18333,12.73333,#68746b
107000,54.21667,-113,#373e35
107000,28.11667,0.53333,#b79780
105000,45.33333,-102.08333,#616454
105000,-30.33333,130.53333,#946e54
104800,36.5,-104.2,#87836e
104000,-26,-69.25,#bb9b80
104000,-33.28333,148.88333,#777159
104000,44.9,-90.28333,#3f593a
103000,7.95,8.08333,#425549
102700,38.51667,-107.83333,#c0b7a2
102000,52.26667,15.55,#9ea38f
101000,50.61667,36.6,#8a8d87
100000,-27,-70,#8b7468
100000,37.86667,-100.66667,#676d5d
100000,43.04639,22.86389,#707a67
100000,-19.13333,-51.66667,#607a62
100000,50.56667,114.9,#897c6a
100000,39.61667,-94.86667,#60634a
100000,-36.61667,145.2,#5f6757
100000,39.45889,-4.3775,#8f876c
100000,66.9,164.2,#4d5351
100000,14,28,#af9172
100000,11.49167,11.65833,#95907c
100000,-30.61667,130.41667,#96806c
100000,35.5,115.41667,#68705a
100000,34.71637,-114.22197,#9d927e
100000,23.69639,-5.01472,#968c73
100000,31.16333,-7.015,#d0bba6
100000,31.15643,-5.15262,#a09486
99300,33.7,-83.7,#72705c
98000,50.5,12.5,#0f1f13
97000,-14.3675,-43.02278,#3a4534
95000,27.30167,15.7645,#e8c08f
94800,26.01667,-111.36667,#b29892
94200,-32.26667,139.86667,#917162
94000,32,-86,#44503c
93500,32,-101.5,#7b755f
93200,-15.21222,35.24222,#5c6851
93000,-30.5,131.55,#988471
92750,51.14967,-1.81,#737f6e
92668,19.71678,56.6062,#927966
92100,-31.6,25.8,#615845
92000,-48.58333,-67.41667,#857a68
91000,44.71667,4.3,#3e4b37
91000,37.66667,-93.55,#36422b
90000,46.88333,-102.31667,#76745e
90000,19.83333,51.25,#d1a77c
89400,36.55,-93.1,#2a3e27
89400,39.75,-97.03333,#495840
89000,43.5,-101.25,#4f523e
88000,31.41667,-100.35,#8f8573
88000,36.23,-104.11889,#7e735e
87500,35.84083,-104.58583,#8b7f6e
86860,-22.33333,118,#786353
86000,38.25,-83.75,#2b4529
86000,34.61667,-101.95,#97866f
85000,17.7,-97,#3c483a
85000,39.26333,31.78,#b69e86
85000,28.41667,-105.08333,#7d7356
83000,-42.66667,-68.08333,#746d5d
83000,38.295,-121.405,#4e553e
82000,38.5,-99.6,#626550
82000,39.93333,-99.21667,#80816c
81600,36.98667,-97.555,#735e47
81200,31.91667,-98.03333,#4f533e
80650,42.6,-99.8,#888573
80000,48.11667,-3.08333,#828064
80000,43.66667,21.86667,#838b7e
80000,49.09028,11.33333,#536854
80000,-29.91667,-60.28333,#557148
80000,-33,-56,#697a64
79900,33.13333,-5.56667,#a19b88
78800,37.31667,-97.25,#686b52
78300,70,24,#acb1aa
77600,9.23333,78.35,#435541
77000,-28.91667,136.25,#ab876a
77000,19.7127,56.58277,#9b816c
76000,38.16667,-79.08333,#4c5a4d
76000,39.99167,-98.34167,#5e6b55
75750,-15.7,135.66667,#86806e
75500,32.33333,114.31667,#4e6658
75000,33.63333,-104.26667,#9c8263
75000,41.81667,-103.36667,#6e755f
74830,44.4,-98.53333,#717462
74800,34,-87.16667,#40513b
74800,38.2,-89.68333,#676b54
74600,36.56,-97.66667,#3f513c
74318,-32.03333,139.78333,#826853
73300,29.65225,-7.7493,#a4907f
73030,37.75,-85.5,#8b8b6e
72700,35.51667,-79.96667,#334834
72500,-14.53333,-48.76667,#374530
72000,27.12917,8.66722,#b5926e
71500,-16.9025,30.40722,#626a56
71400,25.48333,81.98333,#75826f
71400,34.175,-103.295,#988c73
71300,-40.8,-67.48333,#74726a
71000,18.65,-97.55,#74776c
71000,-25.65,114.21667,#8e604a
70500,35.98333,-85.85,#1d341d
70500,27.66667,95.78333,#47593b
70000,30.125,-103.11667,#6d6b59
70000,27.16667,-9.5,#be9b76
69900,34,-83.16667,#767860
69800,38.9,-79.18333,#253c2e
69000,34.36667,118.33333,#8b8783
68860,45.5,118,#99846f
68500,28.97083,76.32278,#57665a
68000,42.75,-75.18333,#3c6140
68000,34.6,-97.91667,#565f4a
68000,-28.48333,148.25,#7f7c73
68000,-29.05,-51.43333,#58644b
67600,52,-108.3,#79796d
67225,28.225,70.2,#657258
66000,56.63333,39.43333,#4c6654
65500,54.5,35.2,#7f8b7c
65000,51.125,127.495,#647958
64000,-17.16667,-43.83333,#505c4d
63500,32.5,-115.5,#c2b6a9
63000,50.91667,9.18333,#50624c
63000,24.46667,-103.35,#bea99c
63000,-80.06667,156.38333,#e5e3df
62285,24.43817,0.103,#afb7b7
62100,-25.7,143.05,#9a8366
61000,39.2,-98.78333,#586549
61000,35.875,-114.23333,#8d806e
60000,-33.31667,19.61667,#bfa582
60000,35.16667,-88.18333,#29452d
60000,-38.85028,-62.87889,#929385
59400,-80.06667,156.38333,#e5e3df
59000,49.05,13.76667,#233022
59000,-18.94167,-44.98333,#6e7864
59000,52,19.91667,#4c5850
59000,-10.75,-39.21667,#84786c
58630,26.1,-106.96667,#6c6b56
58400,67.88333,167.5,#404630
58000,35.33333,-115.31667,#9d937a
57900,40,-99.25,#88806b
57900,39.975,-102.26667,#5a5e49
57700,35.66667,-100.6,#73705f
57300,36.3,-104,#876756
56930,-26.28333,126.66667,#645756
56000,35.55,-77.53333,#29422a
55400,36.82444,-93.76111,#535d47
55400,32.9,-102.28333,#756952
55300,-34.15,141.78333,#4c544a
55000,33.03333,-102.33333,#897354
54900,30.81667,-97.05,#43573b
54640,47.83333,37.66667,#3d4a3d
54600,53.3,126.11667,#445439
54200,52.4,79.8,#6f6858
54000,35.33333,51.63333,#a7a594
54000,5.28333,8.25,#5f7467
54000,28.66667,-106.11667,#8b8582
54000,-42.55,171.35,#1f3021
53500,-24.91667,119.41667,#956b45
53070,34.3,-81.4,#657360
53000,34.8,-84.98333,#3f5640
52900,35.66667,103.5,#555a53
52600,30.7,-105.5,#907951
52000,49.28333,15.56667,#6d856a
51800,33.58333,-99.8,#726a56
51700,-26,-70,#8c7568
51700,47.7,1.06667,#3e513c
51700,42.96667,-85.76667,#344433
51500,35.88333,-99.33333,#61614f
51300,-28.93333,148.95,#77796e
51000,43.46667,-106.76667,#757165
50800,38.23333,28.1,#968977
50800,38.4,-85.36667,#374732
50600,29.1,-97.6,#46573e
50600,31.9,-96.4,#404f33
50400,-33.50944,-53.41083,#5f765c
50200,31.38333,-4.25,#9b8e8e
50000,52.56667,-8.78333,#3f583f
50000,43.08333,0.58333,#3f5646
50000,36.16667,3.66667,#4f554b
50000,39.33333,-98.16667,#63654f
50000,-28.5,27,#686e62
50000,-32.36667,-60.15,#40604b
50000,47.83333,30.76667,#505a58
50000,9.31667,-70.62833,#435440
50000,24.3,-102.13333,#978870
50000,39.91667,42.81667,#3e452d
50000,36.75,114.25,#7f735c
50000,-25.55,142.78333,#a3765b
50000,28.60033,13.5775,#d8af7c
50000,32.37167,-6.36,#534f46
50000,18.67877,54.2876,#cfb7a4
49750,19.71458,56.54755,#bfab83
49000,46.1,16.33333,#70806c
49000,-28.91667,-66.95,#ad9e8d
49000,42.18333,-95.71667,#38442e
48600,76.53333,-67.55,#99b0a6
48500,35.5,-93.5,#3c4f3c
48500,35.83333,-84.91667,#52634c
48500,44.5,-104.2,#a3988a
48250,51.95,62.2,#525848
48200,42.34667,-90.1675,#394c32
48000,-32.5,21.9,#918b86
48000,44.31667,9.98333,#344b37
48000,46.4,30.8,#384f74
47700,42.52,-82.26,#3d4a38
47600,35.41667,-117.91667,#7b6b54
47200,35.95,-104.2,#837d64
47000,33.18139,-102.40139,#a3825e
46500,24.11667,-104.3,#80796a
46500,38.65,-94.33333,#445541
46500,29.01667,-97.28333,#505c46
46500,32.62972,-104.35,#968470
46300,47.63333,-80.08333,#2f4b36
46200,19.983,56.41368,#b3afa3
46050,35.9,-101.9,#46503e
46000,41.43333,-96.96667,#60614e
46000,-72,26,#5f6153
45760,56.13333,-117.93333,#546d61
45500,36.5,-99.5,#535746
45300,34.44417,-114.8325,#82725b
45300,-29.33333,27.58333,#999175
45000,32.03333,130.63333,#4d5645
45000,61.5,30.5,#243458
45000,10.83333,76.03333,#dad1b7
45000,35.25,-106.5,#76755e
45000,33.03333,-102.33333,#897354
45000,22.37778,71.42722,#7a796f
45000,-31.23333,-58.16667,#5b7154
45000,57.53333,49,#586954
45000,28.63667,13.1965,#c39b6e
45000,30,-7,#b9a38e
44790,18.43333,54.1,#d1ac91
44500,32.86583,-97.32306,#505c42
44400,36.21667,-103.65,#7b755f
44300,40.46667,-103.03333,#938d74
44000,25.33333,-104.66667,#8d8371
44000,41.23333,-103.48333,#57644d
44000,52.56528,-1.33972,#384634
44000,56.38333,120.46667,#384e33
44000,26.85,16.73333,#b19b86
44000,43.25,104.16667,#918c78
43900,32.68333,-102.61667,#807463
43600,18.27833,54.285,#e2c0ae
43508,20.72918,57.189,#c5a57f
43500,38.21667,-79.05,#646d54
43000,32.23333,-88.2,#39533c
43000,59.33333,-136,#626c60
43000,64.88333,-163.16667,#233623
43000,-72,26,#5f6153
43000,29.85167,111.59833,#4b5b48
43000,18.2735,54.21367,#d2b8a4
42900,-26.33333,-70.28333,#93816e
42850,19.173,54.70407,#efcfab
42600,35.76667,-91.5,#535e45
42200,-27.7,115.76667,#896b4c
42000,34.21667,-103.91667,#7d7964
42000,26.03472,73.94167,#8e7d6b
42000,20.537,9.53783,#e8c08c
42000,32.05,-3.03333,#aa9376
41800,26.26667,-81.75,#555c4c
41800,33.7825,-102.18111,#665b51
41730,-35.08333,139.91667,#85826d
41700,-26.33333,118.33333,#e5a687
41539,19.86785,57.0028,#8d8a7d
41400,24.5,-104.8,#838069
41300,34.3,-103.13333,#9e8260
41000,52.26667,9.1,#495e4b
41000,38.3,-94.36667,#53654c
41000,-7.53133,-46.04117,#7f7568
41000,52.996,-109.84817,#777f6b
40960,33.21667,-102.18333,#777153
40800,-22.9,138.71667,#aa8c71
40800,32.83528,-81.87389,#273f2a
40800,37.22222,-101.68139,#757160
40500,56,76.75,#69775d
40300,40.35,-104.9,#3d5039
40000,48.53333,35.98333,#576755
40000,-19.81667,-48.78333,#58594c
40000,39.56667,-2.1,#675949
40000,-31,132,#b89271
40000,-30.63333,-64.88333,#385138
40000,-28.95,148.13333,#7a7762
40000,28.41667,-98.25,#58644c
40000,55.608833,11.229167,#5e7055
40000,39.82467,36.13583,#888267
40000,26.96556,72.62667,#beac9a
40000,54.74667,41.42167,#2d4135
39400,-35.38333,140.91667,#988976
39000,50.6,16.3,#6d785f
39000,38.66667,-120.93333,#686d5c
39000,38.73333,-6.01667,#89785d
39000,45.44,-79.87556,#445545
39000,30.83333,-3.33333,#d7a682
39000,18.86622,54.67967,#e7c7af
38800,34.25,-112.75,#6f6754
38750,-29.62917,116.48222,#b4a48a
38690,38.07778,-96.02639,#5a5f48
38400,37.30833,-97.545,#5f5948
38000,-28.08333,24.08333,#837f73
38000,20.12593,10.2056,#eac994
37850,-30.85,122.31667,#a37650
37800,-24.91667,120.06667,#7d6046
37600,41.5,-104.1,#84876c
37500,13.85,-4.38333,#91886c
37500,42.33333,93,#b4a38c
37350,23.15,91.18333,#7b887a
37200,39.65,-99.68333,#7d7964
37125,47.767778,-119.876389,#72684f
37000,48.76667,0.63333,#587056
37000,18.63333,54.42167,#e3c59f
36900,45.25,125,#4d5549
36400,34.38333,-103.61667,#907d64
36000,38.61667,-84.96667,#506a49
36000,36,-119,#7d7b64
36000,39.1,-94.63333,#656d5e
36000,33.21333,-99.73167,#5b6151
36000,-27.75,115.83333,#ad7e60
35900,29.33333,-101.83333,#827d61
35900,37.01667,-95.66667,#35442d
35500,36.83333,-105.23333,#131d12
35400,32.83611,-99.60417,#78725f
35400,30.51667,-4.3,#d7ad86
35100,38.61667,-101.63333,#9e9680
35000,38.5,-101.1,#6e614e
34700,-29.8,148.63333,#717161
34650,9.36667,42.41667,#84816d
34500,33.96667,-87.91667,#758572
34360,39.73633,-96.36133,#49553d
34300,33.28333,-102.76667,#ac8e6f
34200,34.7345,-114.21717,#ad9b85
34000,43.38333,-5.15,#253727
34000,59.93333,14.95,#404d44
34000,43.83333,20.44167,#697968
34000,-31.83333,141.76667,#ab6f4d
33600,-43.32,172.06333,#597560
33600,-34,118.1,#8a8d7e
33500,39,-0.03333,#4f639e
33000,24.9,-105.4,#8d8876
33000,19.53268,56.87225,#dfc09c
32700,33.25,-83.25,#323529
32700,-33.28333,136,#8e7b5b
32490,-7.71667,111.2,#18311b
32383,-33.31667,144.78333,#947e59
32200,-34.25,147.7,#4f6554
32000,32.23333,76.46667,#696655
32000,42.53333,-85.88333,#1b3119
32000,-31.73333,146.4,#9d8058
32000,-18.58333,-46.53333,#7e7d68
31800,-80.06667,156.38333,#e5e3df
31700,-85.45,-90,#0
31600,-29.23333,139.93333,#9c866b
31500,46.68333,1.05,#6c7960
31500,40.25,-110.08333,#515440
31100,39.3,-103.25,#9a8a74
30800,39.4,-100.4,#978574
30790,27.86667,-101.5,#464f3f
30750,-24.68333,-69.76667,#a6927e
30616,25.15592,0.82213,#c7a783
30500,33.59167,-103.02667,#605c4f
30440,28.95833,10.59167,#af9d93
30250,-38.68333,-61.1,#455444
30000,44.21667,0.61667,#647057
30000,47.93333,2.91667,#496750
30000,-16.5,14,#686858
30000,34.45,-104.13333,#83775a
30000,37.66667,-96.76667,#5c614b
30000,35.95,-84.56667,#2e4634
30000,4.9,-61.2,#494b3d
30000,21.66667,-103.36667,#7e7362
30000,29.6425,11.73222,#a08578
30000,42.96667,-80.15,#5e7155
30000,27.58333,4.1,#d3bc9b
30000,25.4075,0.13639,#d1b188
30000,-28.09697,118.45561,#826b4c
29600,38.76667,-100.73333,#878b74
29560,15.78333,-5.9,#b39f82
29300,-24.68333,-69.76667,#a6927e
29000,51.65,-1.51667,#567350
29000,27.08333,84.08333,#65746a
29000,-86.71667,-141.5,#0
28800,64.7,141.2,#56624a
28800,34.10139,-102.65,#747056
28791,20.3936,56.22002,#e5cba7
28770,38.395,-98.91583,#5e6452
28600,30,-109.66667,#7d7965
28600,31,11.66667,#b1896c
28570,32.83333,-116.06667,#cac3a5
28500,58.03333,26.95,#2c4d2c
28500,-19.88333,-69.83333,#dcc7b4
28400,41.9,-91.6,#5a6046
28100,34.33333,-98.3,#7c7360
28100,38.1995,-99.162,#857a64
28000,49.6,17.11667,#304537
28000,-30.18333,23.26667,#9a8a73
28000,38.84833,-98.72383,#6d7058
27900,31.48333,-102.88333,#545644
27900,31.33333,121.66667,#7d7970
27861,21.26172,57.17887,#c1a688
27780,48.25,115.16667,#7c7a65
27700,38.95,-101.01667,#6a6551
27700,-37,149.03333,#2c4140
27700,40.35,-103.95,#364932
27500,33.5,-105.5,#5f5b4f
27500,-5.25,-40.5,#445048
27420,33.81667,-100.51667,#535848
27400,-19.91667,-69.81667,#c3ad98
27300,-38.91667,-69.2,#aa9b8c
27064,29.1,12.31667,#c39b70
27000,43.5,6,#2f412e
27000,47.93333,1.56667,#516b54
27000,36.43333,-83.75,#47674c
27000,39.75,46.66667,#606a54
27000,-37.15,148.91667,#748573
27000,35.25,-112.5,#7d6454
27000,-25.46667,142.8,#968b7c
27000,-23.55,15.03333,#bba897
27000,-28.6,141.15,#9a6a44
27000,31.83333,-2.93333,#b9a88f
26900,19.949,11.933,#a68a76
26810,32.98333,-102.56667,#645f4a
26760,34.67167,-101.815,#706b54
26600,33.49556,-97.58861,#606c52
26600,43.72444,-116.91167,#938b76
26500,-26.11667,116.66667,#a38152
26500,28.47017,12.972,#d8af82
26300,39.75,-84.16667,#727a6f
26210,44.221494,-98.059192,#505b45
26200,36.4,-103.01667,#8c8675
26100,33.50667,-97.65139,#4a5340
26100,33.07139,-102.80028,#b18b64
26100,21.6,1.66667,#c7a981
26000,-22.9,-69.35,#a79f8d
26000,29.82806,-96.90861,#5a694e
26000,-33.35,146.85833,#8c7a70
26000,-80.06667,156.38333,#e5e3df
26000,-30.98333,127.88333,#77726c
26000,54.25,84.33333,#2a3f2b
26000,41.66889,93.17306,#a79f8c
25900,37.2375,-92.78694,#747864
25850,-30.53333,134.75,#a76c44
25628,36.8,-100.53333,#696551
25450,-24.68333,-69.76667,#a6927e
25400,25.73333,73.61667,#b1a794
25400,45.96861,-72.97806,#54594c
25322,-71.5,35.66667,#e5e3df
25300,42.73333,-90.35,#7b7968
25250,38.74028,-7.27,#948968
25066,-86.71667,-141.5,#0
25014,20.70713,57.18317,#c7a780
25000,54.13667,-0.41333,#31493e
25000,37.98333,-1.16667,#56604b
25000,37,-109.05,#a5967e
25000,34.45,-104.01667,#96816e
25000,37.45,-98.41667,#6b7967
25000,40.2,29.23333,#787460
25000,-22.46667,-42.21667,#6e7455
25000,-30.31667,126.61667,#9b7953
25000,-23.2,-70.43333,#b3a79e
25000,12.45,-0.08333,#94866c
25000,19.0084,54.76913,#e7cdb2
25000,32.25,-8.15,#8f7f71
25000,19.08188,54.71472,#e7cbaf
25000,33.45,-111.51667,#94826c
24900,66.4,137.46667,#65644d
24750,-6.23333,106.88333,#6c6d66
24700,43.5,26.53333,#375544
24500,39.68333,-121.63333,#7d7664
24500,37.06667,-93.55,#50654d
24500,27,-105.25,#8a7a62
24370,22.79167,-3.96667,#b19777
24267,53.83333,97.33333,#898978
24000,44.91667,-92.43333,#59654d
24000,19.08333,8.38333,#e7d0b4
24000,35.2,-111.4,#7a6f62
24000,36.43333,-98.43333,#61705a
23900,38.64167,-98.88333,#646450
23680,-7.03333,-40.16667,#5f7161
23600,34.80167,-101.68333,#5c5a4c
23500,-36.4,-59.5,#687f68
23474,23.325,91,#2e4a3b
23410,43,-107.16667,#656658
23400,-31,118.5,#84704e
23400,38.77083,-101.79833,#6f6958
23250,58.66667,25.73333,#4b6855
23200,13.73333,100.08333,#4a5041
23000,32.58333,-96.41667,#6b6853
23000,36.9,-76.3,#3d4938
23000,26.5,-100,#929d83
23000,31.47556,113.56694,#4c6059
23000,24.83333,31.66667,#9c8569
22900,-23.83333,134.03333,#7b746a
22700,46.5,25.73333,#778579
22700,40.76667,-81.95,#445b3c
22700,36.7,137.36667,#5d695e
22700,36.1,-80.2,#677466
22700,40.38333,-110.86667,#374430
22700,34,-111,#3e4537
22600,35.15,-102.71667,#868072
22390,47.6,-94.76667,#384a37
22300,-17.65,31.6,#747160
22270,-24.91667,16.98333,#886d5a
22114,28.59583,13.269,#c89e6e
22000,55.88333,89.1,#475145
22000,27.8,67.16667,#aca48f
22000,-23.3,-69.88333,#a69384
22000,-33,-58.61667,#485b47
22000,-24.76667,117.7,#685949
22000,-29.23333,-61.76667,#b3b2a4
22000,33.2,-105,#837d69
22000,40.71667,-90.41667,#3c4d31
22000,-76.04222,155.94038,#e5e3df
22000,-84,168,#e5e3df
21900,34.54,-102.56833,#6c6754
21820,40.16667,-97.6,#5f765c
21800,35.85,-82.7,#384a3f
21800,55.88333,64.3,#545f4d
21800,36.38333,-98.08333,#847865
