QUE 93264,H6,96.1,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19353,-84.59277,162.33742,#e5e3df
Pnompehn,L6,96,Fell,1868,http://www.lpi.usra.edu/meteor/metbull.php?code=18851,11.58333,104.91667,#7c7c71
RC 021,H5,96,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=22676,33.81806,-103.20694,#6e6850
Ilafegh 016,H4,96,Found,1989,http://www.lpi.usra.edu/meteor/metbull.php?code=12021,21.71667,1.6,#b19373
Acfer 279,H5,96,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=287,27.64278,4.06889,#cfb793
Reid 024,H5,96,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=22579,-30.31833,128.38333,#9a7c57
HaH 170,H6,96,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=11653,28.60217,13.431,#c79d74
DaG 310,H5/6,96,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=5858,27.292,16.112,#9b8370
DaG 702,L6,96,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=6249,26.98333,16.4,#96806c
DaG 709,L6,96,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=6256,27.01667,16.36667,#9d826d
DaG 691,L5,96,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=6238,27.15,16.21667,#b39471
Dho 1067,H4-6,96,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=6873,18.90415,54.70378,#e7c7ab
DaG 928,H3/4,96,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=6469,26.9,16.6,#9b806c
DaG 673,L4/5,96,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=6220,27.23333,16.11667,#ae9987
DaG 985,L6,96,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=6525,26.97333,16.54167,#a78e79
TIL 07015,H6,96,Found,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=51018,-85.348,-87.23,#0
Y-793272,L3.5,95.96,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28621,-71.5,35.66667,#e5e3df
Y-790544,LL,95.89,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25893,-71.5,35.66667,#e5e3df
ALHA78049,H5,95.8,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=1665,-76.71667,159.66667,#352f27
ALH 83067,L6,95.8,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=587,-76.74194,159.38083,#9bbabd
EET 83374,H6,95.8,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=8010,-76.29944,157.2925,#b9dbeb
MET 00572,H4,95.8,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15807,-79.68333,155.75,#68666b
MET 00592,L5,95.78,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15826,-79.68333,155.75,#68666b
ALH 85040,L6,95.7,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=906,-76.81776,156.03075,#e5e3df
EET 96135,EH4/5,95.7,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9727,-76.18333,157.16667,#e5e3df
Y-790761,H4,95.69,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26110,-71.5,35.66667,#e5e3df
LEW 87171,H5,95.6,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13637,-84.35432,161.19974,#e5e3df
PAT 91531,L6,95.6,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18149,-84.96249,-67.54042,#e5e3df
A-881576,H5,95.59,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4285,-72,26,#5f6153
Y-790980,H4,95.58,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26329,-71.5,35.66667,#e5e3df
Y-86718,L5,95.55,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30224,-71.5,35.66667,#e5e3df
GRA 98019,Eucrite-br,95.5,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=11011,-86.71667,-141.5,#0
A-881398,Stone-uncl,95.49,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4107,-72,26,#5f6153
RaW 003,H4/5,95.44,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=45874,21.34845,58.40785,#c8b08c
EET 87823,H3.9,95.4,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8373,-76.18333,157.16667,#e5e3df
QUE 93707,L5,95.4,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19793,-84,168,#e5e3df
A-881012,H6,95.17,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3721,-72,26,#5f6153
Y-791042,H4/5,95.07,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26391,-71.5,35.66667,#e5e3df
MET 00559,L6,95.02,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15794,-79.68333,155.75,#68666b
Acfer 154,H5,95,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=163,27.55,4.01667,#d3bd9b
Acfer 302,H5,95,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=310,27.58694,3.96417,#d1b794
DaG 041,H5,95,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=5557,27.13583,16.36017,#a88d6f
DaG 216,L3,95,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=5764,27.126,16.1065,#8f7e6e
HaH 191,LL6,95,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=11674,28.6435,13.40667,#e3bb8b
Bluewing 003,L6,95,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=5081,40.26752,-118.94308,#b2a580
HrDL 003,L6,95,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=11834,35.0425,-117.30837,#c8ba9f
CdDL 002,L6,95,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=5481,35.2755,-117.47833,#d3bfa3
Dho 608,H5/6,95,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7365,18.73567,54.19213,#dfc7a6
Dho 661,LL4-6,95,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7418,19.09042,54.08753,#cba67e
UAE 014,L6,95,Found,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=51037,22.86906,55.15189,#d8c4ac
Caleta el Cobre 009,L4,95,Found,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=54627,-24.25,-70.51667,#8f9296
GRV 052119,L6,94.91,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=46470,-72.77417,75.31611,#d1d9dc
Y-86770,C,94.89,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=30276,-71.5,35.66667,#e5e3df
MET 00597,LL6,94.84,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15831,-79.68333,155.75,#68666b
SaU 090,Martian (shergottite),94.84,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=23282,21,57.32,#dbbba3
EET 96271,L6,94.8,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=9862,-76.18333,157.16667,#e5e3df
LAP 02255,LL5,94.8,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12522,-86.36667,-70,#0
ALH 84165,Iron; IIIAB,94.7,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=767,-76.72679,159.15597,#9bb7ba
ALH 84106,L6,94.7,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=708,-76.88744,156.93344,#e5e3df
MAC 88187,L6,94.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=15351,-84.21667,160.5,#e5e3df
PAT 91518,L6,94.7,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18136,-84.95909,-67.57309,#e5e3df
A-87145,L6,94.56,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2502,-72,26,#5f6153
Los Lunas,H4,94.5,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=14707,34.8125,-106.79167,#685d51
ALHA81176,H5,94.5,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2136,-76.69917,159.3975,#8daaaf
EET 82608,LL6,94.5,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=7833,-76.18333,157.16667,#e5e3df
EET 92051,L6,94.5,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=9453,-76.02936,155.99999,#e5e3df
Y-82098,CM2,94.48,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29292,-71.5,35.66667,#e5e3df
A-881580,H6,94.42,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4289,-72,26,#5f6153
RC 037,H4/5,94.3,Found,1968,http://www.lpi.usra.edu/meteor/metbull.php?code=22692,34.08333,-103.51667,#706854
Camel Donga 013,L6,94.3,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=5216,-30.13333,126.8905,#b48c5e
LAP 02250,LL5,94.3,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12517,-86.36667,-70,#0
GRV 022163,L5,94.29,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46588,-72.78167,75.30389,#bfcbd4
Y-792804,H6,94.27,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28153,-71.5,35.66667,#e5e3df
A-9007,H3.7,94.26,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=4840,-72,26,#5f6153
Y-791146,H5,94.24,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26495,-71.5,35.66667,#e5e3df
Y-791462,H5,94.23,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26811,-71.5,35.66667,#e5e3df
Atemajac,L6,94.2,Fell,1896,http://www.lpi.usra.edu/meteor/metbull.php?code=4884,20.06667,-103.66667,#3c4828
QUE 97069,LL5,94.2,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20476,-84,168,#e5e3df
SaU 456,L6,94.12,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=45947,20.43822,56.70383,#e4cdab
GRV 051741,L6,94.1,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=46949,-72.77833,75.3175,#cfd7db
JaH 445,L4,94.018,Found,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=48596,19.60463,56.42745,#e3c7af
Castine,L6,94,Fell,1848,http://www.lpi.usra.edu/meteor/metbull.php?code=5293,44.38333,-68.75,#526347
Wilbia,H5,94,Found,1965,http://www.lpi.usra.edu/meteor/metbull.php?code=24261,-26.45,131,#cb9784
Enigma,H4,94,Found,1967,http://www.lpi.usra.edu/meteor/metbull.php?code=10036,31.33333,-82.31667,#4a5846
Daraj 141,L4,94,Found,1986,http://www.lpi.usra.edu/meteor/metbull.php?code=6596,29.58333,11.78333,#7b6b5b
MAC 88166,H5,94,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=15330,-84.21667,160.5,#e5e3df
HaH 014,L5,94,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=11499,28.83333,12.51667,#cba378
Tnz 050,H5,94,Found,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=23851,25.14556,0.0475,#e3c3a3
DaG 512,H5/6,94,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=6060,27.18333,16.08333,#9d8b7c
DaG 846,CO3,94,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=6393,27.06967,16.0965,#a68f78
SaU 310,L6,94,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=34537,21.2,57.1,#e6c7aa
Dho 666,H5/6,94,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7423,19.12023,54.79698,#efcdad
Dho 339,L6,94,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7122,18.64,54.56,#d0a797
RdDL 003,H6,94,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=22540,35.64552,-114.03069,#c1ab8b
Dho 1606,Unknown,94,Found,2005,http://www.lpi.usra.edu/meteor/metbull.php?code=52628,19.16417,54.66767,#e8cbab
Y-75288,L5,93.9,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25329,-71.5,35.66667,#e5e3df
QUE 99118,L5,93.9,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21570,-84,168,#e5e3df
A-882064,Stone-uncl,93.81,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4773,-72,26,#5f6153
GRO 95648,L6,93.8,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=11374,-85.66667,175,#0
A-87176,H4,93.75,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2533,-72,26,#5f6153
EET 90484,L6,93.6,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8893,-76.27389,156.50221,#e5e3df
PAT 91536,L6,93.6,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18154,-84.96255,-67.54226,#e5e3df
JaH 697,L6,93.6,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=56249,19.06683,55.55342,#f0d8bc
GRO 95651,H6,93.5,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=11377,-85.66667,175,#0
QUE 97062,LL5,93.5,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20469,-84,168,#e5e3df
Dho 859,H5,93.5,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=7605,19.17833,54.825,#ddbda7
SaU 226,H6,93.47,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=23399,20.06255,56.95327,#bcb2aa
A-87229,L6,93.46,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2586,-72,26,#5f6153
JaH 332,L6,93.45,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=45856,19.72823,55.72597,#e9d6b8
ALHA80129,H5,93.4,Found,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=1956,-76.68528,159.25833,#8eaeb7
EET 83325,L6,93.4,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=7964,-76.32472,157.1875,#b3d3e2
QUE 99087,H6,93.4,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21539,-84,168,#e5e3df
MET 00512,LL5,93.4,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15747,-79.68333,155.75,#68666b
GRO 95652,CV3,93.33,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=11378,-85.66667,175,#0
Y-82133,L3.5,93.28,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29327,-71.5,35.66667,#e5e3df
ALH 84019,Aubrite,93.2,Found,1984,http://www.lpi.usra.edu/meteor/metbull.php?code=622,-76.84714,158.50969,#e5e3df
LEW 87172,H5,93.2,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13638,-84.354,161.38306,#e5e3df
EET 87627,L6,93.2,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8177,-76.2826,157.18509,#b4daea
PRE 95414,H4,93.2,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=16800,-86.56667,-165.11667,#0
NWA 6792,Unknown,93.2,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=53701,29.41667,-7.33333,#a68b73
JaH 700,L6,93.2,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=56252,19.20743,55.4016,#eedab9
MET 00586,L5,93.13,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15820,-79.68333,155.75,#68666b
Y-791704,L4,93.1,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27053,-71.5,35.66667,#e5e3df
MET 01121,L5,93.1,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16354,-79.68333,159.75,#e5e3df
NWA 6793,Unknown,93.1,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=53702,28.83333,-4.33333,#d8b389
GRV 022169,L5,93.07,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=46591,-72.78167,75.30278,#cad5da
Dho 1403,L~5,93.05,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=35492,19.14362,54.8831,#d6baa3
ALHA77008,L6,93,Found,1977,http://www.lpi.usra.edu/meteor/metbull.php?code=1323,-76.71667,159.66667,#352f27
EET 83312,L6,93,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=7952,-76.29861,157.27861,#acd0e0
EET 87655,L6,93,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8205,-76.18333,157.16667,#e5e3df
Acfer 033,L6,93,Found,1989,http://www.lpi.usra.edu/meteor/metbull.php?code=43,27.65,4.43333,#e8e4d9
QUE 90283,L5,93,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=19087,-84.58338,162.77217,#e5e3df
EET 90490,L6,93,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8899,-76.2753,156.43048,#e5e3df
HaH 065,L6,93,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=11548,28.63417,12.72567,#c09374
HaH 197,H5,93,Found,1996,http://www.lpi.usra.edu/meteor/metbull.php?code=11680,29.12283,12.35883,#c79d75
DaG 548,H6,93,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=6096,27.08367,16.13367,#a78f7e
Dho 233,L6,93,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=7017,18.45,54.10333,#d8b79b
DaG 925,H4,93,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=6466,27.08333,16.25,#b79776
DaG 980,H4,93,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=6520,26.83733,16.61367,#c7b097
Dho 1222,Acapulcoite,93,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=31358,18.20417,54.05667,#d9b09c
El M?dano 125,L6,93,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=56690,-24.85,-70.53333,#828991
Griffith Wash,L6,93,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=55289,35.06639,-114.0975,#ab9a82
A-881293,H4,92.91,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4002,-72,26,#5f6153
ALH 85083,L6,92.9,Found,1985,http://www.lpi.usra.edu/meteor/metbull.php?code=949,-76.90317,156.67366,#e5e3df
A-881191,H5,92.81,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3900,-72,26,#5f6153
GRO 95586,H5,92.8,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=11314,-85.66667,175,#0
QUE 97559,LL5,92.8,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=21015,-84,168,#e5e3df
QUE 99464,L5,92.8,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21910,-84,168,#e5e3df
Y-74375,H4,92.7,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24753,-71.7375,35.80556,#e5e3df
ALHA81105,H4,92.7,Found,1981,http://www.lpi.usra.edu/meteor/metbull.php?code=2065,-76.68122,159.26086,#83a8b5
A-881995,L6,92.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4704,-72,26,#5f6153
PCA 91448,LL6,92.7,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18739,-85.65807,-68.17227,#0
GRA 98042,Eucrite-br,92.6,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=11034,-86.71667,-141.5,#0
QUE 99352,H4,92.6,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21801,-84,168,#e5e3df
Dho 377,H6,92.6,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=7159,19.12063,54.82343,#dcbca7
LAP 03632,Lunar (basalt),92.57,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=12718,-86.36667,-70,#0
A-880779,H5,92.48,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3488,-72,26,#5f6153
Y-82092,H4,92.4,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=29286,-71.5,35.66667,#e5e3df
QUE 93370,L5,92.4,Found,1993,http://www.lpi.usra.edu/meteor/metbull.php?code=19458,-84,168,#e5e3df
Y-790144,LL7,92.32,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25493,-71.5,35.66667,#e5e3df
A-881941,H3,92.31,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4650,-72,26,#5f6153
GRV 020250,H4,92.3,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=47753,-72.983056,75.229167,#b2babb
Y-794053,L6,92.27,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=29007,-71.5,35.66667,#e5e3df
Y-790254,H5,92.26,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25603,-71.5,35.66667,#e5e3df
A-881934,H5,92.26,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4643,-72,26,#5f6153
LAP 02263,LL5,92.22,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=12530,-86.36667,-70,#0
MET 01161,L5,92.2,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=16393,-79.68333,159.75,#e5e3df
Acfer 262,H4,92,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=270,27.67,4.49722,#dcc69f
Tnz 021,L6,92,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=23822,25.13194,0.41056,#ddbb96
Dho 165,H6,92,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=6950,19.055,54.57889,#dec2ac
NWA 6791,Unknown,92,Found,2001,http://www.lpi.usra.edu/meteor/metbull.php?code=53700,28.75,-8.58333,#a78f76
SaU 129,H5,92,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=23321,21.09,56.915,#ccb297
SaU 495,H6,92,Found,2008,http://www.lpi.usra.edu/meteor/metbull.php?code=52409,20.7025,57.11117,#c5a783
JaH 709,L6,92,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=56261,19.38637,55.31918,#ebd7af
RaS 426,H4,92,Found,,http://www.lpi.usra.edu/meteor/metbull.php?code=56439,20.11306,56.3975,#f0d2b4
Y-791909,H4,91.96,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=27258,-71.5,35.66667,#e5e3df
Y-791002,L6,91.93,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26351,-71.5,35.66667,#e5e3df
Big Horn Mountains,H4,91.9,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=50765,33.71333,-113.275,#827e69
Y-74476,H6,91.8,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24854,0,35.66667,#586c53
Y-75096,H4,91.8,Found,1975,http://www.lpi.usra.edu/meteor/metbull.php?code=25137,-71.5,35.66667,#e5e3df
MAC 88139,H5,91.8,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=15303,-84.21667,160.5,#e5e3df
PCA 91220,L6,91.8,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18511,-85.67652,-68.69715,#0
PCA 91453,LL6,91.8,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=18744,-85.65917,-68.16706,#0
GRA 98080,H5,91.8,Found,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=11072,-86.71667,-141.5,#0
A-87053,L6,91.74,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=2410,-72,26,#5f6153
MET 00947,H6,91.7,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16181,-79.68333,159.75,#e5e3df
A-880624,H3.8,91.68,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3333,-72,26,#5f6153
Y-793517,H5-6,91.63,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=28866,-71.5,35.66667,#e5e3df
Y-790518,H4,91.59,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=25867,-71.5,35.66667,#e5e3df
A-881227,H5,91.54,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3936,-72,26,#5f6153
Y-74158,L6,91.5,Found,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=24536,-71.81722,36.12778,#c1d0d8
A-881062,H4,91.49,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3771,-72,26,#5f6153
QUE 02161,L5,91.44,Found,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=18974,-84,168,#e5e3df
A-881046,H4,91.38,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3755,-72,26,#5f6153
A-880602,H4,91.36,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3311,-72,26,#5f6153
EET 87720,Ureilite-pmict,91.3,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8270,-76.18333,157.16667,#e5e3df
EET 87616,L6,91.3,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=8166,-76.28085,156.49234,#e5e3df
QUE 99448,H6,91.3,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=21894,-84,168,#e5e3df
GRV 021505,L6,91.3,Found,2003,http://www.lpi.usra.edu/meteor/metbull.php?code=30699,-72.94861,75.26361,#8ca8b3
EET 90177,L6,91.2,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=8586,-76.27479,156.51961,#e5e3df
QUE 97075,LL5,91.2,Found,1997,http://www.lpi.usra.edu/meteor/metbull.php?code=20482,-84,168,#e5e3df
META78019,H6,91.1,Found,1978,http://www.lpi.usra.edu/meteor/metbull.php?code=16615,-79.68333,155.75,#68666b
LEW 87267,H5,91.1,Found,1987,http://www.lpi.usra.edu/meteor/metbull.php?code=13728,-84.27326,161.70494,#e5e3df
TIL 91725,Iron; IAB-ung,91.1,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=23952,-85.16239,-94.83696,#0
QUE 94416,L5,91.1,Found,1994,http://www.lpi.usra.edu/meteor/metbull.php?code=20049,-84,168,#e5e3df
MET 00555,L5,91.05,Found,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=15790,-79.68333,155.75,#68666b
Acfer 142,L5,91,Found,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=151,27.56667,4.35,#d2c9c2
El Atchane 009,H5,91,Found,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=7786,30.13028,4.48306,#cea77e
DaG 718,H6,91,Found,1999,http://www.lpi.usra.edu/meteor/metbull.php?code=6265,27.06667,16.15,#b89b7c
ALH 06012,H5,91,Found,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=44869,-76.71733,158.77398,#e5e3df
El M?dano 106,H5/6,91,Found,2011,http://www.lpi.usra.edu/meteor/metbull.php?code=56639,-24.85,-70.53333,#828991
JaH 767,L4,91,Found,,http://www.lpi.usra.edu/meteor/metbull.php?code=56497,19.81083,56.51083,#d5bf9b
PCA 82500,CK4/5,90.9,Found,1982,http://www.lpi.usra.edu/meteor/metbull.php?code=18263,-85.68566,-68.80758,#0
GRO 95638,L6,90.9,Found,1995,http://www.lpi.usra.edu/meteor/metbull.php?code=11364,-85.66667,175,#0
A-880857,L4,90.72,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=3566,-72,26,#5f6153
EET 83391,LL6,90.7,Found,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=8026,-76.29667,157.26805,#accddc
A-882046,H5,90.7,Found,1988,http://www.lpi.usra.edu/meteor/metbull.php?code=4755,-72,26,#5f6153
SaU 438,H5,90.7,Found,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=51661,21.09905,57.26767,#c9ab8c
Y-791557,L6,90.65,Found,1979,http://www.lpi.usra.edu/meteor/metbull.php?code=26906,-71.5,35.66667,#e5e3df
