60000000,-19.58333,17.91667
58200000,76.13333,-64.93333
50000000,-27.46667,-60.58333
30000000,35.05,-111.03333
28000000,47,88
26000000,-25.5,18
24300000,27,-105.1
24000000,-30.78333,127.55
23000000,46.16,134.65333
22000000,26.2,-107.83333
16000000,-9.11667,33.06667
15500000,45.36667,-122.58333
10100000,27.05,-105.43333
9500000,25.1,107.7
8600000,-38.1,145.3
7000000,-26.21667,-48.6
5360000,-10.11667,-39.2
4300000,37.5825,-99.16361
4000000,44.05,126.16667
3828000,-25.75,-70.5
3000000,19.56667,-99.56667
3000000,36.3,120.48333
3000000,27.5,-12.5
2753000,34.46667,-115.23333
2550000,21.49972,50.47222
2300000,-22.36667,135.76667
2184000,35.33333,-109.5
2100000,28.7,-102.73333
2000000,-24.56667,133.16667
2000000,26.96667,-105.31667
2000000,-14.258,-49.15917
1918000,-16.26667,-47.95
1750000,19.22778,56.14278
1600000,31.71667,-102.4
1600000,22.01833,26.08778
1545000,30.4,-107.8
1500000,49.96667,6.53333
1450000,38.08333,-115.53333
1400000,23.08333,-101.01667
1316000,19.21667,-98.3
1225300,48.7,45.7
1200000,20.6,44.88333
1173000,-33.61667,24
1169500,41.98,-120.54167
1143000,-29.58333,139.9
1100000,39.68333,-99.86667
1100000,42.25,59.2
1003000,44.43333,87.63333
1000000,67.3,160.8
997000,-29.41667,-66.85
975000,31.85,-110.96667
960000,35.78333,-83.25
920000,-24.20333,-68.80667
888600,13.51667,122.45
825000,5.91667,-73
823000,52.5,30.33333
800000,32,-95
800000,32.94889,-81.865
760000,-19.3,127.76667
755000,-42.9,-71.33333
736600,-23.9,151.3
734000,-29.45,119.71667
700000,54.9,91.8
700000,34.11667,-101.78333
700000,32.2,87.8
689000,30.75,-104.25
683000,30.33333,-109.98333
628000,-15.58333,-50.15
626000,43.73333,6.78333
600000,30.80833,109.5
582000,44.86667,95.41667
564000,39.93333,-99.6
550000,19.7,55.73333
549000,-28.83333,21.13333
529000,39.5,-112.9
525000,35.16667,-107.88333
510000,27.71667,-0.25
505000,43.36667,-88.13333
503000,-31.38333,125.63333
500000,-7.56667,110.83333
500000,48.9,22.4
500000,57.78333,55.26667
500000,-22.61667,135.2
500000,-33.11667,-60.96667
500000,-28.23333,120.85
499500,-6.6,110.73333
472000,48.48333,3.58333
454000,29.66667,-111.5
450000,35.98333,-101.9
450000,20.51667,56.66667
430000,35.8,-113.7
430000,44.95667,91.4025
408000,36.06667,-90.5
407000,-76.71667,159.66667
400000,48.06667,35.08333
400000,34.7,117
384000,39.78333,-77.21667
360000,49.55,4.86667
350000,37.2,-101.35
350000,27.35,108.5
341000,-30.55,29.41667
330000,60.4,25.8
330000,-26.45,120.36667
326000,-22.5,116.16667
325000,53.66667,55.98333
323300,62.9,152.43333
320000,43.41667,-94.83333
320000,-20.8,-69.66667
309000,38.76667,-105.51667
305000,-29.43333,-50.91667
303000,53.23333,27.33333
303000,53.9,-112.88333
300000,-23,-69
300000,46.8,24.03333
300000,-29.03333,-53.05
300000,24.3,106.1
295000,39.33333,-100.06667
290000,33.9,-101.75
290000,52.46667,16.9
290000,3.98333,41.65
283000,34.3,-103.13472
280000,-39.85,-69.48333
279000,-16.21667,-50.3
275000,22.56667,48.3
272000,-25.66667,118.1
271000,45.3,0.23333
270000,34.1,-97
265000,-27.83333,150.33333
261000,41.23333,-103.3
260000,34.25,-96.68333
260000,31.61667,113.46667
257000,-25.33333,116.18333
256000,44.55,131.63333
256000,19.03333,54.51667
252000,3.81667,43.33333
250000,54.23333,35.15
250000,52.76667,21.26667
250000,64.02,161.80833
247000,42.5,114
244500,37.96667,-90.31667
240000,23.28333,-10.81667
237200,32.91667,-104.66667
230000,40,-81.76667
230000,41.8,-91.86667
230000,67.8,23.1
228000,45.26667,10.15
227000,39.6,-105.3
220000,34.9,-110.18333
220000,28.28333,117.18333
217700,29.31667,-100.96667
217000,58.61667,98.93333
209400,51.05833,94.4
200000,-35.3,144.56667
200000,42.68333,-71.35
200000,52.55,46.55
200000,-18.58333,-46.53333
200000,55.43333,53.25
200000,34.58333,-102.16667
200000,55.78333,61.36667
200000,40.5,112.5
200000,19.65167,55.69
200000,-30.03306,-51.23
200000,-30.1,28.71667
198000,49.86667,46.61167
194000,38.81667,-84.6
192800,37.46667,-118
190000,32.4,111.7
180000,38.7,-96.1
175400,30.3,-97.7
175000,53,-112
174000,34.91667,135.96667
173000,47.45,101.47917
168400,41.2,-103.68333
168000,44.5,-77.46667
166800,44.33333,106.5
166000,-7.5,111.5
162000,41.76611,-8.58361
161000,36.9,-100.21667
160000,-25.73333,142.95
160000,-28.86667,-60.2
160000,43.75,92.91667
159000,36.93333,-87.4
158500,29.3,105.3
153800,30.41667,-99.4
153300,29.87861,-96.87222
152000,43.25,-93.66667
152000,57.35,37.61667
150000,41.266667,-73.266667
150000,49.33333,19.48333
150000,33.18333,-96.71667
150000,38.71667,-7.06667
150000,-26.59278,120.32833
150000,1.06667,34.16667
150000,29.47,-105.8
150000,27.95833,21.68333
150000,58.8,57.95
149000,43.39056,1.9625
148800,-30,25
148000,35.6,-105.8
148000,29.7725,-99.875
147000,-30.38333,147.2
145000,34.06667,-98.91667
144000,38.11667,-1.16667
142000,36.71667,-102.5
142000,-44.53333,-70.36667
141000,-14.66667,-74.5
140600,32.4,-87
140000,28.9,-108.56667
140000,34.68333,-85.65
140000,-25.2,18.08333
138300,41.15333,-96.955
138100,-80.06667,156.38333
136000,-33.5,26
136000,36.3,-82.88333
135000,38.98333,141.61667
134000,37.43333,-3.65
132700,35.16667,-98.64389
132000,55.14167,48.2
132000,57.78117,47.67967
128800,45.5,119.03333
127760,53.66667,88
127500,30.73333,-101.3
127000,47.86667,7.35
127000,36.26667,-85.98333
127000,42.73333,117.5
125500,18.16667,54.16667
123374,19.69362,56.65432
120000,5,48
119500,24.5,-106
118300,-27.5,122.36667
118000,-30.75,117.78333
118000,32.5,-101
116300,-19.86667,-44.61667
115000,34.88333,-84.78333
114000,20.76333,10.44167
113900,-45.28333,-70.48333
113600,29.8,-107.55
112500,-33.3,117.66667
111000,42.33333,-113.7
110800,32.5225,-102.705
110700,-18.5,16
110224,-84.26223,161.41628
110000,18.7,4.8
110000,12.66667,78.03333
108500,49,21
107000,50.18333,12.73333
107000,54.21667,-113
107000,28.11667,0.53333
105000,45.33333,-102.08333
105000,-30.33333,130.53333
104800,36.5,-104.2
104000,-26,-69.25
104000,-33.28333,148.88333
104000,44.9,-90.28333
103000,7.95,8.08333
102700,38.51667,-107.83333
102000,52.26667,15.55
101000,50.61667,36.6
100000,-27,-70
100000,37.86667,-100.66667
100000,43.04639,22.86389
100000,-19.13333,-51.66667
100000,50.56667,114.9
100000,39.61667,-94.86667
100000,-36.61667,145.2
100000,39.45889,-4.3775
100000,66.9,164.2
100000,14,28
100000,11.49167,11.65833
100000,-30.61667,130.41667
100000,35.5,115.41667
100000,34.71637,-114.22197
100000,23.69639,-5.01472
100000,31.16333,-7.015
100000,31.15643,-5.15262
99300,33.7,-83.7
98000,50.5,12.5
97000,-14.3675,-43.02278
95000,27.30167,15.7645
94800,26.01667,-111.36667
94200,-32.26667,139.86667
94000,32,-86
93500,32,-101.5
93200,-15.21222,35.24222
93000,-30.5,131.55
92750,51.14967,-1.81
92668,19.71678,56.6062
92100,-31.6,25.8
92000,-48.58333,-67.41667
91000,44.71667,4.3
91000,37.66667,-93.55
90000,46.88333,-102.31667
90000,19.83333,51.25
89400,36.55,-93.1
89400,39.75,-97.03333
89000,43.5,-101.25
88000,31.41667,-100.35
88000,36.23,-104.11889
87500,35.84083,-104.58583
86860,-22.33333,118
86000,38.25,-83.75
86000,34.61667,-101.95
85000,17.7,-97
85000,39.26333,31.78
85000,28.41667,-105.08333
83000,-42.66667,-68.08333
83000,38.295,-121.405
82000,38.5,-99.6
82000,39.93333,-99.21667
81600,36.98667,-97.555
81200,31.91667,-98.03333
80650,42.6,-99.8
80000,48.11667,-3.08333
80000,43.66667,21.86667
80000,49.09028,11.33333
80000,-29.91667,-60.28333
80000,-33,-56
79900,33.13333,-5.56667
78800,37.31667,-97.25
78300,70,24
77600,9.23333,78.35
77000,-28.91667,136.25
77000,19.7127,56.58277
76000,38.16667,-79.08333
76000,39.99167,-98.34167
75750,-15.7,135.66667
75500,32.33333,114.31667
75000,33.63333,-104.26667
75000,41.81667,-103.36667
74830,44.4,-98.53333
74800,34,-87.16667
74800,38.2,-89.68333
74600,36.56,-97.66667
74318,-32.03333,139.78333
73300,29.65225,-7.7493
73030,37.75,-85.5
72700,35.51667,-79.96667
72500,-14.53333,-48.76667
72000,27.12917,8.66722
71500,-16.9025,30.40722
71400,25.48333,81.98333
71400,34.175,-103.295
71300,-40.8,-67.48333
71000,18.65,-97.55
71000,-25.65,114.21667
70500,35.98333,-85.85
70500,27.66667,95.78333
70000,30.125,-103.11667
70000,27.16667,-9.5
